Id,Prediction
164580652,0
98042584,0
99068139,0
69620967,0
87618159,0
72005983,0
144139810,0
61938171,0
37468448,0
56918274,0
110662759,0
91556211,0
21518601,0
159900954,0
33378582,0
16145206,0
76257871,0
75767082,0
82135294,0
96698354,0
101938859,0
80708338,0
165794335,0
16574521,0
47299409,0
95675741,0
104618279,0
3989301,0
16054658,0
50821216,0
54253589,0
134216911,0
5209331,0
78527486,0
102909747,0
88149644,0
112684498,0
12719822,0
45954934,0
67478384,0
60215095,0
27572218,0
54093228,0
101875145,0
12604592,0
144696598,0
76356961,0
23549825,0
82817408,0
55525697,0
40605223,0
45499012,0
106494199,0
140678449,0
45286305,0
167001804,0
46647259,0
80545246,0
22402718,0
37199648,0
139420213,0
92681460,0
23417060,0
31654322,0
82742339,0
77937158,0
52883167,0
67217215,0
48548259,0
13434712,0
151257200,0
73972244,0
85424505,0
75990971,0
50372672,0
139145195,0
58671120,0
33092054,0
155318803,0
160042783,0
91363443,0
37385159,0
35656585,0
29101171,0
58497366,0
102271659,0
96310417,0
139484031,0
95240450,0
44286155,0
100988013,0
90045568,0
37723572,0
67826573,0
166040575,0
21266346,0
80545657,0
128475460,0
158663902,0
76695330,0
95844755,0
78817424,0
114878121,0
73743183,0
86818983,0
91072500,0
128798931,0
22393316,0
17770152,0
14802959,0
86558508,0
136472889,0
76394334,0
52795298,0
28805175,0
64645550,0
141553958,0
92309774,0
43924952,0
44374690,0
111767650,0
86804683,0
41200725,0
104494475,0
35451198,0
25631301,0
100082754,0
87054987,0
78830804,0
14313638,0
103717680,0
52416102,0
23401718,0
116418280,0
140334087,0
124447327,0
75764288,0
38062339,0
135193690,0
28978744,0
19828950,0
18787361,0
29358534,0
28254837,0
39027227,0
14364397,0
159883108,0
82878454,0
60131730,0
66211055,0
106001277,0
93484670,0
136990734,0
31189043,0
26205699,0
65404297,0
82339332,0
105747592,0
22428125,0
17749179,0
100882859,0
30537862,0
113880499,0
24510957,0
62508273,0
105956284,0
39662216,0
84774484,0
24632416,0
56700661,0
65832553,0
75404382,0
72290368,0
51347907,0
19566072,0
26802587,0
77069650,0
53846216,0
91909378,0
19867432,0
72369190,0
26096265,0
79214158,0
100436746,0
151216713,0
76112628,0
17061441,0
77938464,0
23458896,0
136396621,0
15501840,0
76412611,0
37032875,0
40905934,0
146859161,0
71476761,0
129478315,0
26493854,0
43266620,0
82507977,0
16238592,0
83336476,0
92010788,0
132696778,0
141370447,0
57217816,0
18550796,0
145325389,0
81646817,0
60638062,0
47850176,0
140292739,0
42398294,0
159548777,0
89547162,0
54259582,0
55816213,0
100947054,0
116012945,0
159902123,0
41402271,0
125069616,0
71948412,0
15748992,0
16790456,0
26260067,0
16440729,0
17306763,0
37221838,0
66905905,0
42011753,0
27793119,0
80991874,0
60696195,0
21505118,0
51716884,0
86066556,0
58521879,0
41166408,0
109737947,0
74897154,0
28119357,0
2884771,0
105192595,0
77362155,0
40944884,0
27637084,0
76163340,0
123889590,0
64423349,0
32332646,0
131981631,0
61696560,0
92522405,0
27881561,0
50584559,0
108008036,0
45245550,0
118970949,0
168823253,0
28738407,0
4886711,0
83382387,0
110946127,0
67500929,0
80775268,0
29057049,0
102020875,0
38300064,0
75710943,0
84022169,0
52160072,0
165416556,0
158493242,0
45291178,0
58699941,0
95387440,0
25090753,0
59365878,0
72862932,0
62865923,0
77843760,0
59526422,0
143750781,0
46796302,0
107339221,0
155245169,0
66202950,0
52710212,0
119951204,0
134551409,0
82889849,0
144424607,0
66254334,0
20866855,0
77907650,0
98901626,0
56051208,0
92163165,0
14298191,0
47310637,0
18793954,0
20294291,0
58846008,0
9578362,0
117169234,0
109224489,0
148834716,0
62351779,0
33902457,0
29612816,0
30302926,0
21171385,0
63123745,0
34426844,0
79493014,0
36535752,0
26050803,0
25989291,0
75537456,0
17039370,0
59162340,0
21769769,0
38676453,0
128695937,0
17597303,0
143131580,0
99874412,0
23385405,0
110936020,0
18800493,0
149200356,0
126095618,0
41505522,0
27812002,0
47444914,0
125922245,0
52260186,0
43147107,0
89719340,0
95113057,0
96335276,0
37451196,0
107709021,0
20025673,0
78757217,0
104852400,0
25919004,0
54423990,0
134902986,0
100059744,0
50266942,0
84274510,0
27983139,0
22441365,0
19004419,0
136921148,0
13203082,0
73552639,0
1463931,0
113786420,0
85746252,0
78815561,0
16076678,0
97233280,0
128510248,0
71922550,0
76647514,0
58697141,0
44582010,0
128030727,0
18627038,0
17582597,0
100231271,0
28655816,0
80567665,0
33882224,0
30178004,0
165685054,0
105735109,0
88599134,0
12757982,0
101230316,0
48038449,0
151184582,0
33249831,0
42732389,0
51629323,0
14169174,0
32529736,0
139571267,0
77098006,0
119638238,0
110614859,0
24714519,0
47409283,0
98616676,0
17352586,0
72787771,0
98573033,0
105274104,0
92030863,0
65740628,0
75358436,0
152724464,0
88841549,0
75625760,0
7022422,0
51728090,0
47673051,0
94343308,0
25637331,0
48689504,0
83429349,0
61151599,0
89647077,0
54964925,0
26106696,0
149835159,0
100233721,0
78933181,0
71629167,0
99898621,0
101668011,0
20902757,0
42259280,0
136526508,0
66287190,0
97205924,0
13225732,0
88401274,0
147960628,0
52837663,0
92711055,0
19877000,0
144695946,0
40828001,0
60078950,0
52930771,0
20326511,0
30397776,0
56794238,0
10459482,0
18634424,0
32196856,0
19614615,0
83602773,0
91933589,0
83666189,0
76932446,0
113780711,0
128197086,0
157537189,0
51770633,0
82170182,0
68233831,0
98977701,0
20164640,0
58741542,0
51654637,0
53512145,0
91915648,0
84913808,0
144075275,0
59949474,0
136047437,0
17119883,0
41545182,0
72584457,0
23304409,0
130902889,0
63251105,0
129743345,0
50545178,0
25795105,0
101198296,0
55214897,0
85778598,0
105619564,0
50728264,0
67994780,0
74995855,0
38330772,0
14889912,0
26755296,0
28672075,0
12839532,0
61078034,0
9583582,0
112483292,0
24533623,0
81186198,0
71826708,0
111220048,0
74207521,0
105422369,0
19768182,0
73253270,0
91548369,0
80017129,0
104552531,0
77874371,0
988491,0
65029432,0
14257808,0
100820199,0
21586069,0
44937591,0
25495605,0
84690493,0
99076762,0
19418508,0
90910749,0
24158775,0
18234520,0
90285821,0
90082946,0
26278762,0
20494303,0
83994642,0
47041918,0
91004156,0
48871468,0
40821024,0
155368283,0
83598273,0
84770212,0
44414829,0
54715487,0
121561826,0
98649219,0
75375354,0
6394912,0
128843745,0
52828445,0
129490174,0
79554402,0
131633061,0
100985605,0
113740385,0
48638065,0
135243034,0
162559309,0
100924249,0
18087890,0
102759728,0
16657064,0
105092213,0
134588463,0
107223529,0
41344470,0
20491665,0
21108735,0
20017031,0
16645142,0
69912454,0
118315571,0
161747660,0
28631926,0
20292510,0
128264018,0
55251239,0
83942140,0
84525730,0
134392339,0
119082909,0
57929718,0
52969693,0
68429739,0
100221906,0
135651766,0
60898847,0
101856303,0
115240147,0
59510633,0
45618772,0
50842992,0
30078856,0
66859261,0
86835893,0
91009995,0
66353738,0
85109693,0
49779365,0
158728757,0
89020183,0
49176492,0
156704488,0
21625809,0
164189576,0
52974257,0
39761979,0
127903284,0
74860864,0
87621568,0
27771693,0
132762059,0
128383148,0
30273915,0
34225958,0
60427691,0
16104623,0
49628557,0
16361093,0
131437135,0
71820955,0
40414273,0
15964092,0
94151445,0
160522486,0
66178975,0
84418398,0
103496506,0
24360082,0
91158371,0
49196182,0
140173419,0
17077054,0
20371912,0
50503051,0
87702899,0
68716626,0
115961424,0
2889981,0
40752316,0
29942751,0
32275888,0
40085989,0
53753466,0
111095786,0
17783867,0
5610822,0
130769545,0
90090961,0
57946564,0
88594166,0
90030529,0
155901324,0
98711806,0
36989717,0
55352306,0
12085042,0
70819954,0
45799251,0
153011828,0
59831200,0
15280950,0
91301747,0
100225645,0
89124185,0
94352634,0
21717545,0
78824008,0
106775954,0
59981192,0
50628516,0
52347921,0
66176731,0
23299684,0
110841151,0
82972064,0
21895068,0
9231442,0
18300658,0
150450010,0
31283106,0
74467072,0
173615505,0
36608544,0
117231239,0
123025282,0
104032249,0
90219321,0
110049762,0
59354916,0
14785985,0
33481712,0
39783216,0
107106013,0
58307468,0
84786027,0
65564752,0
107334712,0
16100578,0
794785,0
63555607,0
134399747,0
31322947,0
101752470,0
145136169,0
48254300,0
146673437,0
26290434,0
102613011,0
34410189,0
60120057,0
9237672,0
39119289,0
74684810,0
111853801,0
56268441,0
71569325,0
55216308,0
144637571,0
19043536,0
13626352,0
43971703,0
116967049,0
102580052,0
76147709,0
14800126,0
15789733,0
82451900,0
40007208,0
92830705,0
32719777,0
136655350,0
156359700,0
104512558,0
40879767,0
137675624,0
104523232,0
18582213,0
49091537,0
92505928,0
15862641,0
14373091,0
15222519,0
49161804,0
54103635,0
74235617,0
108972719,0
24763021,0
113474113,0
19655517,0
60317727,0
93978197,0
130692447,0
64200181,0
63785550,0
40782313,0
14587738,0
51141681,0
26257780,0
10627852,0
16538850,0
39663025,0
19937197,0
115593576,0
18658460,0
110125180,0
110003230,0
19480741,0
39803935,0
67330589,0
763068,0
127714337,0
54420792,0
118519512,0
72003932,0
38030852,0
137586392,0
41674867,0
81361888,0
125328309,0
22645844,0
29846155,0
37529438,0
106554941,0
139470116,0
131878861,0
49815165,0
24193930,0
106854467,0
18869830,0
62414450,0
39642893,0
90393562,0
83400897,0
160063701,0
65667085,0
143886943,0
30343740,0
73853501,0
85513422,0
52911058,0
111254848,0
131139057,0
101502715,0
29930893,0
141901961,0
74601890,0
109939498,0
45503968,0
118526287,0
49413140,0
21812549,0
31434525,0
72253033,0
22118295,0
111557551,0
34208557,0
88901110,0
156644249,0
43511204,0
108535657,0
27814298,0
93825064,0
82001105,0
82780090,0
12317562,0
49783633,0
92319165,0
117629177,0
89456112,0
62535985,0
74924094,0
49952325,0
107998655,0
29463928,0
77681485,0
38450337,0
19637284,0
44662899,0
59393714,0
16633274,0
62643584,0
23706091,0
18376807,0
54627607,0
75210851,0
164601486,0
13372592,0
85634002,0
43565283,0
155092528,0
44490264,0
61509904,0
34931360,0
106428585,0
99922922,0
67311469,0
15484172,0
85658351,0
43061717,0
58227280,0
71637518,0
95207041,0
82348962,0
18206009,0
88111650,0
157128392,0
154788965,0
135699419,0
35629686,0
89703248,0
97431636,0
14368027,0
123377943,0
3789291,0
15340934,0
59051000,0
119872941,0
86686371,0
19487375,0
58127119,0
106628990,0
16552198,0
20746481,0
85984663,0
116419291,0
45143861,0
89904317,0
46507250,0
9057432,0
50556973,0
65590374,0
140323973,0
57803614,0
22287718,0
63401975,0
17019460,0
113262248,0
129863191,0
33848404,0
59863193,0
14025402,0
89986003,0
168355760,0
161441405,0
92444273,0
69286559,0
123905173,0
76918799,0
30769213,0
137904950,0
16142281,0
111312460,0
88860176,0
24460891,0
100220329,0
30383103,0
49761035,0
123828932,0
101992666,0
37841434,0
60916408,0
72934502,0
160792003,0
65793418,0
74153376,0
25716367,0
39026148,0
150032820,0
71692373,0
95240505,0
46916811,0
81534931,0
111364406,0
47342654,0
41050631,0
119646095,0
111140995,0
47528434,0
45310140,0
37865634,0
102903004,0
36134598,0
32971321,0
147293703,0
124569610,0
121179384,0
25915746,0
11440422,0
66188053,0
69004651,0
29221484,0
69979249,0
18039861,0
112328275,0
47262101,0
133567045,0
89343054,0
119147153,0
115907167,0
71282904,0
56443916,0
28075706,0
94417635,0
135501399,0
60542911,0
37196774,0
14024532,0
75057311,0
118639339,0
28796952,0
60238917,0
100111040,0
20697857,0
30950495,0
155533761,0
152026106,0
49317134,0
81926551,0
151664866,0
19755128,0
83050569,0
146274659,0
32758758,0
69953343,0
18115787,0
47027536,0
40567888,0
43994030,0
31160952,0
75813929,0
140060553,0
99023319,0
132144897,0
151219906,0
20022226,0
62568455,0
67823816,0
43627863,0
75626305,0
16683419,0
58502498,0
21939734,0
77703400,0
110435250,0
100789445,0
31458173,0
32414298,0
59646947,0
38963899,0
92260501,0
139641538,0
61736609,0
65478756,0
15720493,0
39053355,0
47350082,0
15502486,0
45107900,0
31118195,0
16632063,0
165932826,0
64574086,0
18672010,0
34796617,0
24248030,0
85628825,0
42014165,0
141010602,0
75675003,0
55303431,0
30993799,0
23565093,0
74926698,0
134742182,0
109427163,0
108742071,0
63493307,0
99022935,0
80709476,0
83894511,0
112969771,0
136201765,0
92876067,0
29351679,0
104178290,0
15830899,0
34803205,0
62889270,0
106639500,0
112020548,0
74891546,0
93497273,0
159331592,0
24016369,0
163260452,0
56909319,0
15275022,0
34544594,0
44508126,0
49217049,0
20872762,0
35771318,0
86602344,0
128522378,0
20881939,0
82843684,0
28770282,0
43126091,0
36204276,0
158161503,0
12473732,0
23137786,0
30135484,0
156446183,0
7159492,0
63915528,0
78861460,0
135266533,0
91202103,0
76823445,0
42777119,0
127484352,0
17973137,0
19674860,0
139500182,0
57589770,0
96116313,0
69316122,0
140058307,0
97875361,0
18947216,0
82192011,0
59923244,0
18437575,0
25174183,0
21026988,0
44848189,0
83719014,0
32341816,0
110470223,0
17601391,0
68128293,0
82059362,0
76976183,0
94480069,0
16346973,0
66858956,0
38619535,0
105164244,0
88878000,0
120230172,0
94067591,0
37922956,0
21244287,0
49207425,0
30117125,0
78851688,0
110591351,0
63360909,0
9527012,0
47298394,0
5653012,0
27895583,0
14496481,0
83747702,0
160218097,0
72696444,0
73229232,0
19375211,0
50579650,0
143248058,0
34733643,0
59013870,0
57608714,0
60456535,0
81384418,0
96595052,0
74491514,0
61371501,0
14180279,0
54254748,0
41381968,0
37915597,0
38032306,0
67648949,0
24549864,0
146028285,0
158582249,0
119949795,0
104236159,0
67570086,0
20079476,0
54962515,0
79345598,0
110854390,0
47852935,0
150011602,0
83446991,0
160955894,0
55578765,0
18464242,0
2986671,0
33905606,0
16253109,0
144695529,0
32368290,0
76622774,0
83359440,0
80633222,0
44106429,0
61935497,0
140009682,0
109399581,0
73891350,0
123470254,0
19799548,0
76419904,0
84555831,0
53533228,0
161132824,0
47119727,0
71027616,0
56796390,0
124623933,0
72069534,0
118065669,0
115690698,0
77829092,0
24575664,0
79987868,0
81648642,0
91742189,0
90319722,0
101048101,0
142839820,0
101399683,0
19163936,0
139608063,0
124559663,0
116573114,0
59657502,0
24539999,0
30338198,0
26154557,0
21557770,0
5609382,0
90277521,0
18154482,0
65849362,0
151376136,0
80424808,0
104415235,0
33346621,0
68952817,0
34241921,0
152242885,0
101652819,0
92424507,0
139423918,0
22749228,0
86614010,0
89022461,0
149695358,0
90078142,0
35428399,0
24598723,0
39410988,0
15286422,0
103949612,0
118716130,0
53976933,0
43332189,0
139549776,0
29591871,0
83681836,0
141517751,0
41148223,0
102537047,0
19989939,0
66123362,0
145380725,0
69924803,0
116565314,0
73687344,0
40064064,0
173689033,0
72912264,0
28574947,0
88388829,0
22891718,0
104608144,0
60511193,0
16535211,0
105117456,0
75396266,0
55921517,0
104195181,0
21187889,0
18914991,0
78073551,0
134596358,0
102470436,0
170267296,0
31250494,0
82058648,0
104164786,0
162631031,0
111634852,0
116270854,0
25456745,0
90524511,0
44591329,0
84165878,0
32563011,0
80969865,0
159727129,0
15788693,0
72865112,0
79281031,0
100830241,0
132574428,0
49011843,0
93071458,0
101117619,0
164398736,0
14080704,0
145600702,0
126744101,0
16449251,0
109167940,0
28018653,0
22504992,0
74690353,0
129759564,0
55430676,0
37758023,0
32785024,0
90362544,0
34103858,0
171973468,0
45961610,0
101286121,0
35848162,0
14763855,0
18250829,0
57090683,0
72107074,0
164063605,0
86939988,0
101873021,0
6690662,0
71981816,0
118526195,0
109218479,0
25620569,0
19036637,0
63506487,0
39370849,0
45878587,0
90220688,0
140563179,0
161115576,0
18424561,0
120108338,0
21864665,0
45959005,0
31402484,0
37626740,0
14686025,0
74101977,0
46886925,0
79914880,0
83497410,0
121646083,0
53774386,0
35244828,0
86366589,0
14366956,0
121134427,0
75083221,0
74729795,0
102861551,0
22671880,0
19916976,0
17266318,0
93003893,0
42036917,0
76583691,0
48940891,0
17127601,0
19916486,0
118119664,0
164220042,0
17206096,0
11486902,0
9014352,0
45202169,0
100910119,0
61778136,0
142763945,0
31428612,0
18018134,0
93402679,0
46733662,0
95494588,0
83712570,0
113853004,0
110364389,0
39441954,0
105689109,0
116573057,0
62741098,0
142152504,0
16154421,0
5023711,0
25054324,0
18744189,0
26594181,0
104935575,0
115818024,0
144831523,0
103661712,0
74972814,0
16599086,0
62450252,0
26972672,0
34918178,0
63022000,0
20672657,0
48654651,0
50119652,0
77584379,0
91015168,0
75200707,0
118519698,0
105732522,0
100881607,0
70992914,0
21091297,0
28111341,0
28729797,0
102108624,0
113469028,0
24492222,0
14491839,0
75303647,0
22173724,0
131259080,0
81420646,0
47401143,0
45082357,0
29578815,0
121711854,0
96533993,0
14155497,0
15441609,0
19829623,0
35785650,0
107658995,0
45709656,0
63278854,0
73475948,0
110708185,0
37165437,0
74009427,0
26693461,0
84088268,0
79440062,0
86304986,0
136015028,0
56118379,0
90431946,0
105756483,0
113093460,0
112598034,0
104399647,0
16042788,0
123969526,0
17764601,0
116066749,0
14164435,0
130992017,0
5389302,0
76809334,0
79193396,0
121835277,0
118949596,0
79197281,0
138314023,0
132095145,0
114619936,0
39243177,0
14440083,0
63432501,0
74570946,0
37211461,0
130437898,0
110492204,0
14683755,0
85756943,0
83777311,0
15470773,0
16518590,0
69210801,0
65558520,0
66211091,0
25928221,0
37654870,0
35815730,0
74119229,0
53423158,0
67568424,0
72919847,0
50452160,0
30295777,0
73505344,0
75672289,0
116896846,0
133770381,0
110370439,0
62769866,0
35779553,0
42146239,0
95731450,0
28235771,0
143031897,0
116998701,0
21820968,0
20857133,0
19170139,0
132577012,0
23129207,0
158685440,0
19929134,0
76139291,0
153308316,0
78859632,0
19212976,0
80319880,0
96850286,0
119914423,0
62521827,0
43594096,0
106744050,0
161725937,0
107169506,0
138032587,0
31491245,0
71329773,0
91000810,0
116565462,0
39648380,0
61967033,0
53901706,0
61104704,0
51180703,0
71752666,0
49260536,0
72082300,0
56708596,0
37236997,0
44470463,0
73204779,0
14366357,0
51518995,0
65083016,0
92178515,0
126656016,0
103059161,0
51476059,0
56413133,0
22738950,0
117594050,0
120754163,0
86401028,0
132295214,0
106362410,0
161462033,0
87628489,0
102899946,0
101029356,0
25427216,0
107634841,0
75113997,0
44305810,0
88114641,0
48739748,0
14492938,0
30554768,0
3720101,0
19160810,0
43770695,0
72750625,0
112490713,0
85642282,0
18314944,0
23269431,0
70107090,0
135348838,0
106414670,0
118006581,0
89897817,0
21373407,0
22209783,0
17355787,0
114634928,0
131866533,0
128860382,0
15202752,0
26955957,0
155261899,0
98562747,0
26153164,0
22005300,0
90063466,0
100802649,0
90540845,0
89186829,0
85212302,0
22103633,0
56366184,0
81579081,0
132997389,0
81169015,0
40198656,0
34370694,0
53293787,0
60799396,0
95840619,0
18951658,0
118513287,0
159943849,0
82877686,0
25719606,0
14546963,0
9460032,0
39574645,0
55334516,0
50941273,0
45464870,0
85230729,0
86271656,0
93914525,0
14903556,0
111984610,0
11305742,0
24017034,0
14920301,0
100984198,0
83416889,0
3374861,0
50929903,0
29296775,0
87272276,0
39804759,0
73088684,0
59851175,0
73574871,0
167005868,0
131172340,0
65549516,0
61976400,0
79203723,0
95524822,0
19804797,0
54040001,0
36414298,0
17172103,0
139870807,0
38937738,0
121410229,0
14072992,0
